"00042","going-to-1-011","NIȽ E YEW̱ TŦE LEWAXELEḴ YEŦOSS Ȼ SYÁ¸ȽTE ŚETEṈ¸ O¸EX̱ E TŦE NÁ¸ETEṈ SḴEḴEŦEḴ ŚW̱ O¸EX̱ TŦE SMIȽE?.","níɬ ə yəxʷ tθə ləwéx̣ələq yəθáss kʷ syéʔɬtə šə́təŋ̕ ʔáʔəx̣ʷ ʔə tθə néʔətəŋ sqə́qəθəq šxʷʔáʔəx̣ʷ tθə smíɬə?."
"00043","being-taken-to-1","O¸EX̱TEṈ","ʔaʔəx̣ʷtəŋ"
"00044","taking-it-to-1","O¸EX̱TW̱","ʔáʔəx̣ʷtxʷ"
"00045","finish-it-1","O¸I¸ET","ʔáʔiʔət"
"00046","go-to-pl-1","O¸LEX̱","ʔáʔləx̣ʷ"
"00047","go-to-pl-1-001","O¸LEX̱ E TŦE EȽTÁLṈEW̱.","ʔáʔləx̣ʷ ʔə tθə ʔəɬtélŋəxʷ."
"00048","taking-in-1","O¸ȽET","ʔáʔɬət"
"00049","taking-in-1-001","ȻȽ O¸ȽET SEN.","kʷɬʔáʔɬət sən."
"00050","sitting-1","O¸MET","ʔáʔmət"
"00051","sitting-1-001","I¸ O¸MET.","ʔiʔʔáʔmət."
"00052","sitting-1-002","ȻȽ O¸MET","kʷɬʔáʔmət."
"00053","sitting-1-003","O¸MET SEN.","ʔáʔmət sən."
"00054","sitting-1-004","I¸ O¸MET SEN.","ʔiʔʔáʔmət sən."
"00055","sitting-1-005","O¸MET SEN OL¸.","ʔáʔmət sən ʔal̕."
"00056","sitting-1-006","TEW̱ JE OL¸ O¸MET.","tə́xʷ č̕ə ʔal̕ ʔáʔmət."
"00057","sitting-1-007","EWE S U¸ O¸MET OL¸.","ʔə́wə s uʔʔáʔmət ʔal̕."
"00058","sitting-1-008","O¸MET JE TŦE S¸ÁLEW̱.","ʔáʔmət č̕ə tθə sʔéləxʷ."
"00059","sitting-1-009","ÁȽE SEN TW̱E O¸MET.","ʔéɬə sən txʷəʔáʔmət."
"00060","sitting-1-010","QENNEW̱ SEN ȻSE SWÍ¸ḴE¸ O¸MET.","k̕ʷə́nnəxʷ sən kʷsə swə́y̕qəʔ ʔáʔmət."
"00061","sitting-1-011","NE SṮI¸ Ȼ NE SU¸ O¸MET OL¸.","nəsƛ̕íʔ kʷ nəsuʔʔáʔmət ʔal̕."
"00062","sitting-1-012","HÍ SJÁN¸ U¸ ESXÁĆEȽ Ȼ SU¸ O¸METS.","háy sč̕én̕ uʔ ʔəsx̣éčəɬ kʷ suʔʔáʔməts."
"00063","sitting-1-013","DILEM SEN OL¸ I¸ EWE SEN S ₭EYILEŚ. O¸MET SEN SE¸ OL¸.","t̕íləm sən ʔal̕ ʔiʔ ʔə́wə sən s q̕ʷəyíləš. ʔáʔmət sən səʔ ʔal̕."
"00064","sitting-1-014","I U¸ TEW̱ JE OL¸ EU¸ O¸MET TŦE SWIU¸LES Ȼ SNOU¸EȽS E TŦE ȾSO¸S TŦEU¸NIȽ SṮÁLEḴEM.","ʔi uʔtə́xʷ č̕ə ʔal̕ əw̕ ʔáʔmət tθə swíw̕ləs kʷ snáw̕əɬs ʔə tθə t̕ᶿsáʔs tθəw̕níɬ sƛ̕éləqəm."
"00065","sitting-1-015","U¸ O¸MET.","ʔuʔʔáʔmət."
"00066","sitting-1-016","LO¸E ȻE¸ U¸ O¸MET?","láʔə kʷəʔ ʔuʔʔáʔmət?"
"00067","sitting-1-017","U¸ O¸MET YEW̱.","ʔuʔʔáʔmət yəxʷ."
"00068","sitting-1-018","ÁȽE¸ E SW̱ O¸MET?","ʔéɬəʔ ə sxʷ ʔáʔmət?"
"00069","sitting-1-019","HÁE, U¸ O¸MET SEN.","héə, ʔuʔʔáʔmət sən."
"00070","sitting-1-020","U¸ O¸MET SEN.","ʔuʔʔáʔmət sən."
"00071","sitting-1-021","U¸ O¸MET SEN SE¸.","ʔuʔáʔmət sən səʔ."
"00072","sitting-1-022","ÁȽE¸ SEN TW̱E O¸MET.","ʔéɬəʔ sən txʷəʔáʔmət."
"00073","sitting-1-023","U¸ O¸MET SEN OL¸ ȻE¸.","ʔuʔʔáʔmət sən ʔal̕ kʷəʔ."
"00074","sitting-1-024","U¸ O¸MET SW̱ OL¸.","ʔuʔʔáʔmət sxʷ ʔal̕."
"00075","sitting-1-025","LO¸E SW̱ ȻE¸ U¸ O¸MET?","láʔə sxʷ kʷəʔ ʔuʔʔáʔmət?"
"00076","sitting-1-026","ÁN¸ EU¸ SȻELOTI ₭I¸EL¸EŚ, I¸ O¸MET TŦE XEU¸SOLEȻEȽ.","ʔén̕ ʔəw̕ skʷəláti q̕ʷəy̕íl̕əš, ʔiʔ ʔáʔmət tθə x̣əw̕sáləkʷəɬ."
"00077","sitting-1-027","HO¸ JE LE¸ O¸MET TŦE I¸Í¸MET OL¸ SȽÁNI¸, I¸ TES TŦE SXÁ¸ES.","háʔ č̕ə ləʔ ʔáʔmət tθə ʔiʔə́y̕mət ʔal̕ sɬéniʔ, ʔiʔ tə́s tθə sx̣éʔəs."
"00078","sitting-1-028","U¸ E¸MET SEN OL¸.","ʔuʔʔə́ʔmət sən ʔal̕."
"00079","sitting-1-029","SU¸ TW̱ O¸M¸ETS OL¸ WE¸OĆE.","suʔtxʷʔáʔm̕əts ʔal̕ wəʔačə."
"00080","sitting-1-030","ḰEḰEL¸ TŦE SPOOL¸, U¸ O¸M¸ET ȻE¸¸.","qʷə́qʷəl̕ tθə spáal̕, ʔuʔʔáʔm̕ət kʷəʔ."
"00081","sitting-1-031","EN¸Á SEN I¸ DODEQ I¸ U¸ O¸EM¸ET TŦE LÁ¸E TŦE SOȽ.","ʔənʔé sən ʔiʔt̕át̕ək̕ʷ ʔiʔ ʔuʔʔáʔəm̕ət tθə léʔə tθə sáɬ."
"00082","sitting-1-032","I¸ ŚETEṈ¸ JE SU¸ QENNEW̱S TŦE O¸EM,ET SU¸ ĆTÁṈS, STOṈET SW̱ OĆE HÁLE?","ʔiʔšə́təŋ̕ č̕ə suʔk̕ʷə́nnəxʷs tθə ʔáʔəm̕ət suʔčtéŋs, stáŋət sxʷ ʔačə helə?"
"00083","sitting-2","O¸METIU¸S","ʔaʔmətíw̕s"
"00084","sitting-2-001","HO¸ SE¸ O¸METIU¸S TŦE NE SĆÁLE¸ĆE¸; YÁ¸ SW̱ ṮÁŚENT. ĆELÁL I¸ SO¸I¸ TŦE NE SEPLIL.","háʔ səʔ ʔaʔmətíw̕s tθə nəsčéləʔčəʔ; yéʔ sxʷ ƛ̕éšənt. čəlél ʔiʔ sáʔiʔ tθə nəsəplíl."
"00085","be-wakened-1","O¸METNESEṈ","ʔáʔmətnəsəŋ"
"00086","stretching-it-1","O¸DET","ʔáʔt̕ət"
"00087","stretching-it-1-001","ȻȽ O¸DET SEN","kʷɬʔáʔt̕ət sən."
"00088","adding-it-1","O¸ŦET","ʔáʔθət"
"00089","oh-1","OO","ʔáa"
"00090","oh-1-001","OO SI¸ÁM¸.","ʔáa siʔém̕."
"00091","oh-1-002","OO, EWE.","ʔáa, ʔə́wə."
"00092","oh-1-003","EWE, OO.","ʔə́wə, ʔáa."
"00093","oh-1-004","OO, EWE ȻE¸.","ʔáa, ʔə́wə kʷəʔ."
"00094","oh-1-005","OO, YÁ¸ SḴILEṈ.","ʔáa, yéʔ sqíləŋ."
"00095","oh-1-006","OO, I¸ SMÁȾEN¸.","ʔáa, ʔiʔsmét̕ᶿən̕."
"00096","oh-1-007","OOˑˑ ȻȽ SȺ¸SI¸.","ʔáaˑˑ kʷɬséy̕siʔ."
"00097","oh-1-008","OOˑˑ DEDȺ¸YEK.","ʔáaˑˑ t̕ət̕éy̕əq̕."
"00098","oh-1-009","OO Í¸.","ʔáa ʔə́y̕."
"00099","oh-1-010","OO, TSOS.","ʔáa, tsás."
"00100","oh-1-011","OO, PÁȾEṈ.","ʔáa, pét̕ᶿəŋ."
"00101","oh-1-012","OO, EN¸ÁN¸ ȽTE U¸, TSOS.","ʔáa, ʔənʔén̕ ɬtə uʔ tsás."
"00102","oh-1-013","OO, SMÍEŦ TŦE QENNEṈ.","ʔáa, smə́yəθ tθə k̕ʷə́nnəŋ."
"00103","oh-1-014","OO, SU¸ ȻEXŦINEṈS X̱OṈ.","ʔáa, suʔkʷəx̣θínəŋs x̣ʷáŋ."
"00104","oh-1-015","OO, EN¸ON¸ EU¸ ÍYO¸S TIE ŚIPEN.","ʔáa, ʔənʔán̕ ʔəw̕ ʔəyáʔs tiə šípən."
"00105","oh-1-016","SU¸ ĆTÁṈS TŦE ṈI¸ED, OOˑˑ YÁ¸ SEN ȻE¸ ŦȽO.","suʔčtéŋs tθə ŋíʔət̕, ʔáaˑˑ yéʔ sən kʷəʔ θɬá."
"00106","oh-1-017","OO, HIŦ JE Ȼ SMEQE¸ITS TŦE S₭ELEṈS.","ʔáa, híθ č̕ə kʷ smək̕ʷəʔíts tθə sq̕ʷə́ləŋs."
"00107","oh-1-018","OO, EWE SEN TU¸ ÍY¸; TU¸ SQȺ SEN.","ʔáa, ʔə́wə sən tuʔʔə́y̕; tuʔsk̕ʷéy sən."
"00108","oh-1-019","OO, EN¸ÁN¸ SW̱ EU¸ TSOS Bill E TI¸Á N¸ŚW̱¸ÁȽE I¸ ĆÁ¸I¸ SW̱.","ʔáa, ʔənʔén̕ sxʷ ʔəw̕ tsás Bill ʔə tíʔe n̕šxʷʔéɬə ʔiʔ čéʔiʔ sxʷ."
"00109","oh-1-020","OO, U¸ ŚX̱EN¸ÁṈ¸S YEW̱ LE¸ ȻSE EȽTÁLṈEW̱ E ȻSE ȻȽHIŦ LE¸.","ʔáa, ʔuʔšx̣ʷənʔéŋ̕s yəxʷ ləʔ kʷsə ʔəɬtéləŋəxʷ ʔə kʷsə kʷɬhíθ ləʔ."
"00110","oh-1-021","UU ȻSÁ¸E","ʔúu kʷséʔə."
"00111","oh-1-022","UU, ṈEN¸ SĆÁÁNEW̱.","ʔúu, ŋə́n̕ sčéenəxʷ."
"00112","oh-1-023","UU, XI¸SEL¸ ṈEN¸ SĆÁÁNEW̱.","ʔúu, x̣íʔsəl̕ ŋə́n̕ sčéenəxʷ."
"00113","oh-1-024","UU, EN¸ÁN¸ LE¸ EU¸ SMÁȾEN¸.","ʔúu, ʔənʔén̕ ləʔ əw̕ smét̕ᶿən̕."
"00114","oh-1-025","UU:¸ HIŦ Ȼ SLÁ¸EȽTE.","ʔúu:, híθ kʷ sléʔəɬtə."
"00115","oh-1-026","UU, W̱ĆḴEḴEN JE Ȼ STE₭ISETS TŦE SWO¸EU¸L¸ES LÁ¸E.","ʔúu, xʷčqə́qən č̕ə kʷ stəq̕ʷísəts tθə swáʔəw̕l̕əs léʔə."
"00116","oh-1-027","UU, SU¸ XI¸XE¸S LE¸ TŦE SÁMYEL. I¸ ĆȽ.","ʔúu, suʔx̣íʔx̣əʔs ləʔ tθə sémyəl."
"00117","oh-1-028","UUˑˑ MEQSTÁṈ S¸IȽEN.","ʔóoˑˑ mə́k̕ʷsteŋ sʔíɬən."
"00118","oh-1-029","UU, YÁ¸ SḴILEṈ.","ʔóo, yéʔ sqíləŋ."
"00119","oh-1-030","UU, SȺ¸SI¸.","ʔóo, séy̕siʔ."
"00120","oh-1-031","UU, SU¸ TW̱ I¸ ȻEȻÁĆEṈ¸S JE.","ʔóo, suʔtxʷiʔkʷəkʷéčəŋ̕s č̕ə."
"00121","oh-1-032","UU ȻȽ QENNEW̱ SEN KE TŦE STÁṈ¸ES ĆTE.","ʔóo kʷɬk̕ʷə́nnəxʷ sən q̕ə tθə stéŋʔəs čtə."
"00122","oh-1-033","UU, YÁ¸ ȽTE OX̱NESEṈ YÁ¸ TŦE SOTEĆ.","ʔóo, yéʔ ɬtə ʔáx̣ʷnəsəŋ yéʔ tθə sátəč."
"00123","go-aboard-1","OOȽ","ʔáaɬ"
"00124","go-aboard-1-001","OOȽ SEN E TSE SNEW̱EȽ","ʔáaɬ sən ʔə tsə snə́xʷəɬ."
"00125","go-aboard-1-002","OOȽ E TŦE X̱EL¸₭ XPȺ¸IȽĆ.","ʔáaɬ ʔə tθə x̣ʷə́l̕q̕ʷ x̣pey̕íɬč."
"00126","go-aboard-1-003","OOȽ E TŦÁ¸E¸ W̱TIWEL!","ʔáaɬ ʔə tθéʔə, xʷtíwəl!"
"00127","go-aboard-1-004","YÁ¸ SEN OOȽ E TŦE LILEUT.","yéʔ sən ʔáaɬ ʔə tθə lilúwt."
"00128","go-aboard-1-005","ĆELÁL I¸ U¸ OOȽ TŦE ḰO¸.","čəlél ʔiʔ uʔʔáaɬ tθə qʷáʔ."
"00129","go-aboard-1-006","SU¸ OOȽS TŦE SṮI¸ṮEȽḴEȽ.","suʔʔáaɬs tθə sƛ̕íʔƛ̕əɬqəɬ."
"00130","go-aboard-1-007","SU¸ XEN¸ÁTEṈS, OOȽ.","suʔx̣ənʔétəŋs, ʔáaɬ."
"00131","go-aboard-1-008","SU¸ YÁ¸S TŦEU¸NIȽ OOȽ E TŦE ḰȽȺ¸.","suʔyéʔs tθəw̕níɬ ʔáaɬ ʔə tθə qʷɬéy̕."
"00132","go-aboard-1-009","OOȽ YÁ¸ TŦE SNEW̱EȽ ȻȺL E TŦE ȻEĆIL¸.","ʔáaɬ yéʔ tθə snə́xʷəɬ kʷéyl ʔə tθə kʷəčíl̕."
"00133","go-aboard-1-010","OOȽ YÁ¸ E TŦE SNEW̱EȽ TŦE MÁNS SU¸ ȻȺLS E TŦE ȻEĆIL¸.","ʔáaɬ yéʔ ʔə tθə snə́xʷəɬ tθə méns suʔkʷéyls ʔə tθə kʷəčíl̕."
"00134","go-aboard-1-011","OOȽ E TŦE SNEW̱EȽ. YÁ¸ ȽTE QENET.","ʔáaɬ ʔə tθə snə́xʷəɬ. yéʔ ɬtə k̕ʷə́nət."
"00135","go-aboard-1-012","EWENE ŚW̱ OOȽS. EWENE ṮO¸OST.","ʔə́wənə šxʷʔáaɬs. ʔə́wənə ƛ̕áʔast."
"00136","go-aboard-1-013","SÁ¸SESI¸ SEN Ȼ NE SYÁ¸ OOȽ E TŦE ȻELEṈ.","séʔsəsiʔ sən kʷ nəsyéʔ ʔáaɬ ʔə tθə kʷə́ləŋ."
"00137","go-aboard-1-014","SÁTES TŦE ṈENE¸S ȻE OOȽES E TŦE ḰȽȺ¸.","sétəs tθə ŋə́nəʔs kʷə ʔáaɬəs ʔə tθə qʷɬéy̕."
"00138","finally-go-aboard-1","OOȽNOṈET","ʔaaɬnáŋət"
"00139","finally-go-aboard-1-001","ĆÁȽ NE SOOȽNOṈET.","čéɬ nəsʔaaɬnáŋət."
"00140","finally-go-aboard-1-002","SU¸ OOȽNOṈETS E TŦE SNEW̱EȽ.","suʔʔaaɬnáŋəts ʔə tθə snə́xʷəɬ."
"00141","finally-go-aboard-1-003","YÁ¸ OOȽNOṈET TŦE Janet E Ṯ John.","yéʔ ʔaaɬnáŋət tθə Janet ʔə ƛ̕ John."
"00142","put-you-aboard-1","OOȽTOṈE","ʔaaɬtáŋə"
"00143","put-you-aboard-1-001","YÁ¸ LE¸ SEN QĆÁSE NE ŚW̱ OOȽTOṈE E ȻSE ḰȽȺ¸.","yéʔ ləʔ sən k̕ʷčésə nəšxʷʔaaɬtáŋə ʔə kʷsə qʷɬéy̕."
"00144","be-put-aboard-1","OOȽTEṈ","ʔáaɬtəŋ"
"00145","be-put-aboard-1-001","OOȽTEṈ TŦE ȽILS E TŦE SNENIW̱EȽ.","ʔáaɬtəŋ tθə sɬíls ʔə tθə snəníxʷəɬ."
"00146","be-put-aboard-1-002","OOȽTEṈ E TŦÁ¸E.","ʔáaɬtəŋ ʔə tθéʔə."
"00147","be-put-aboard-1-003","ṮÁ¸ SU¸ OOȽTEṈS TŦE SḴAXE¸.","ƛ̕éʔ suʔʔáaɬtəŋs tθə sqéx̣əʔ."
"00148","be-put-aboard-1-004","OOȽTEṈ TŦE N¸SĆÁLE¸ĆE¸.","ʔáaɬtəŋ tθə n̕sčéləʔčəʔ."
"00149","be-put-aboard-1-005","SU¸ X̱IL¸TEṈS TŦE ŦO¸TX OOȽTEṈ E TŦE SNEW̱EȽ.","suʔx̣ʷíl̕təŋs tθə θáʔtx̣ ʔáaɬtəŋ ʔə tθə snə́xʷəɬ."
"00150","be-put-aboard-1-006","SU¸ ȻENÁTEṈS JE SU¸ OOȽTEṈS E TŦE SNEW̱EȽ.","suʔkʷənétəŋs č̕ə suʔʔáaɬtəŋs ʔə tθə snə́xʷəɬ."
"00151","be-put-aboard-1-007","ṮÁ¸ SEN EU¸ EL¸Á¸EN¸EW̱ Ȼ SEWES Ȼ SOOȽTEṈS TŦE W̱ILEṈEW̱ E TŦE STIIĆ E Ȼ SYÁ¸S ṮTOWEN TX̱IN.","ƛ̕éʔ sən ʔəw̕ ʔəl̕éʔən̕əxʷ kʷ sʔə́wəs kʷ sʔáaɬtəŋs tθə xʷíləŋəxʷ ʔə tθə stíič ʔə kʷ syéʔs ƛ̕táwən tx̣ʷín."
"00152","be-put-aboard-1-008","OLEȽTEṈ SEN.","ʔáləɬtəŋ sən."
"00153","put-aboard-1","OOȽTW̱","ʔáaɬtxʷ"
"00154","put-aboard-1-001","OOȽTW̱ SEN.","ʔáaɬtxʷ sən."
"00155","put-aboard-1-002","OOȽTW̱ SW̱.","ʔáaɬtxʷ sxʷ."
"00156","put-aboard-1-003","OOȽTW̱; NEȻE OOȽTW̱.","ʔáaɬtxʷ; nə́kʷə ʔáaɬtxʷ."
"00157","put-aboard-1-004","SU¸ OOȽTW̱S JE TŦE EQIYN.","suʔʔáaɬtxʷs č̕ə tθə ʔək̕ʷíyn."
"00158","put-aboard-1-005","OOȽTW̱ TŦE W̱ELENITEM.","ʔáaɬtxʷ tθə xʷələnítəm."
"00159","put-aboard-1-006","OOȽTW̱ E TŦE SNEW̱EȽS.","ʔáaɬtxʷ ʔə tθə snə́xʷəɬs."
"00160","put-aboard-1-007","SU¸ OOȽTW̱S JE TŦE LÁ¸E E TŦE ĆI¸EḰEN.","suʔʔáaɬtxʷs č̕ə tθə léʔə ʔə tθə číʔəqʷən."
"00161","oh-dear-1","OONENE","ʔáanənə"
"00162","my-goodness-1","OOŚE¸","ʔaašə́ʔ"
"00163","my-goodness-1-001","OOŚO, ṈOT TŦE N¸S¸IȽEN.","ʔáašá, ŋát tθə n̕sʔíɬən."
"00164","hoo-1","OOUĆ","ʔáawč"
"00165","request-1","OĆE","ʔačə"
"00166","request-1-001","EXIN OĆE","ʔəx̣ín ʔačə?"
"00167","request-1-002","STÁṈ OĆE?","stéŋ ʔačə?"
"00168","request-1-003","SÁN OĆE YÁ¸?","sén ʔačə yéʔ?"
"00169","request-1-004","STÁṈ OĆE TŦÁ¸E?","stéŋ ʔačə tθéʔə?"
"00170","request-1-005","EXIN SW̱ OĆE.","ʔəx̣ín sxʷ ʔačə."
"00171","request-1-006","EXIN SW̱ ȻE¸ OĆE?","ʔəx̣ín sxʷ kʷəʔ ʔačə?"
"00172","request-1-007","STÁṈ OĆE TŦÁ¸E?","stéŋ ʔačə tθéʔə?"
"00173","request-1-008","IN¸ET SW̱ OĆE","ʔín̕ət sxʷ ʔačə."
"00174","request-1-009","NIȽ OĆE ŦÁN.","níɬ ʔačə θén."
"00175","request-1-010","STÁṈ YEW̱ OĆE?","stéŋ yəxʷ ʔačə?"
"00176","request-1-011","EN¸ SINET OĆE","ʔən̕sʔínət ʔačə?"
"00177","request-1-012","EXIN YEW̱ OĆE?","ʔəx̣ín yəxʷ ʔačə?"
"00178","request-1-013","NEȻE OĆE SÁN?","nə́kʷə ʔačə sén?"
"00179","request-1-014","TW̱ŦÁN OĆE MOÍ¸ TŦÁ¸E?","txʷθén ʔačə máay̕ tθéʔə?"
"00180","request-1-015","TX̱IN SE¸ SW̱ OĆE.","tx̣ʷín səʔ sxʷ ʔačə."
"00181","request-1-016","STOṈ¸ET LE¸ SW̱ OĆE?","stáŋ̕ət ləʔ sxʷ ʔačə?"
"00182","request-1-017","EN¸ SINET OĆE TŦE físh","ʔən̕sʔínət ʔačə tθə físh."
"00183","request-1-018","STÁṈ OĆE Ȼ EN¸ SEṈO¸T?","stéŋ ʔačə kʷ ən̕sʔəŋáʔt?"
"00184","request-1-019","EWE YEḴ LE¸ SEN OĆE S IȽEN?","ʔə́wə yəq ləʔ sən ʔačə s ʔíɬən?"
"00185","request-1-020","SU¸ ĆTÁTEṈS, STOṈET OĆE?","suʔčtétəŋs, stáŋət ʔačə?"
"00186","request-1-021","STÁṈ OĆE Ȼ SNÁS TŦÁ¸E¸ TŦE X̱ELDEP?","stéŋ ʔačə kʷ snés tθéʔə, tθə x̣ʷə́lt̕əp?"
"00187","request-1-022","INET OĆE KE TI¸Á SṮI¸ṮEȽḴEȽ ÁȽE I¸ EN¸Á¸E?","ʔínət ʔačə q̕ə tíʔe sƛ̕íʔƛ̕əɬqəɬ ʔéɬə ʔiʔʔənʔéʔə?"
"00188","request-1-023","SU¸ ĆTÁTEṈ TŦE SWIU¸LES E TŦE PEK ȽḴITS, STOṈET SW̱ OĆE?","suʔčtétəŋ tθə swíw̕ləs ʔə tθə pə́q̕ ɬqíts, stáŋət sxʷ ʔačə?"
"00189","request-1-024","STÁṈ LE¸ OĆ ȻSI¸E?","stéŋ ləʔ ʔač kʷsíʔə?"
"00190","request-1-025","STOṈET SW̱ OĆ?","stáŋət sxʷ ʔač?"
